Day fraction since midnight on 	air chamber (200kPa) (cm)	waste (100 psi) (cm)	PID control (0 to 1)	Pump Control ()
0.6690058118	-481.1152038574	5.5722227097	0.0449391097	0.2970063331
0.6690058812	-474.6358337402	4.4506616592	0.0435382043	0.2696346580
0.6690059506	-476.6819458008	7.8153409958	0.0435382043	0.2696346580
0.6690060200	-478.7280883789	-3.4002580643	0.0435382043	0.2696346580
0.6690060894	-473.2717590332	-3.4002580643	0.0435382043	0.2696346580
0.6690061588	-474.2948608398	-2.2786970139	0.0435382043	0.2696346580
0.6690062282	-469.1795654297	15.6662626266	0.0435382043	0.2696346580
0.6690063207	-469.9752807617	7.0676388741	0.0435382043	0.2696346580
0.6690063670	-470.3415222168	9.6430702209	0.0392639184	0.2612292259
0.6690064364	-464.7463073730	10.0584630966	0.0392639184	0.2612292259
0.6690065058	-468.1564941406	11.1800222397	0.0380782352	0.2355835104
0.6690065752	-462.6623535156	-2.6525521278	0.0380782352	0.2355835104
0.6690066446	-465.0873413086	-5.6433763504	0.0380782352	0.2355835104
0.6690067140	-462.0181884766	7.4414896965	0.0380782352	0.2355835104
0.6690067834	-458.2669982910	-23.9621849060	0.0380782352	0.2355835104
0.6690068528	-457.5849304199	-16.1112689972	0.0380782352	0.2355835104
0.6690069222	-458.7444152832	-7.7369523048	0.0339977508	0.2284694110
0.6690069916	-456.8018798828	8.6461267471	0.0339977508	0.2284694110
0.6690070610	-453.8716735840	8.9784421921	0.0328794913	0.2039865050
0.6690071304	-453.0835266113	-9.2323608398	0.0328794913	0.2039865050
0.6690071998	-448.0919799805	-3.3836395741	0.0328794913	0.2039865050
0.6690072692	-449.1427917480	-2.3202350140	0.0328794913	0.2039865050
0.6690073386	-453.4700012207	3.8525016308	0.0328794913	0.2039865050
0.6690074080	-443.3026428223	-8.1689596176	0.0328794913	0.2039865050
0.6690074774	-440.0288696289	-4.9787464142	0.0328794913	0.2039865050
0.6690075468	-443.5653381348	5.3229899406	0.0287034907	0.1972769478
0.6690076162	-443.6866149902	3.9937384129	0.0287034907	0.1972769478
0.6690076856	-440.8750610352	21.2740592957	0.0287034907	0.1972769478
0.6690077550	-441.3070373535	12.8249778748	0.0287034907	0.1972769478
0.6690078244	-438.0332641602	-7.1387882233	0.0287034907	0.1972769478
0.6690078938	-442.0497436523	-10.6280860901	0.0287034907	0.1972769478
0.6690079632	-434.3957519531	-9.0080556870	0.0287034907	0.1972769478
0.6690080326	-434.3704528809	2.3321616650	0.0236277427	0.1722209444
0.6690081252	-430.6445922852	-5.6433763504	0.0236277427	0.1722209444
0.6690081714	-432.4506835938	0.3382802904	0.0200913118	0.1417664564
0.6690082408	-431.5412597656	1.3352189064	0.0200913118	0.1417664564
0.6690083102	-429.9246215820	7.3168754578	0.0200913118	0.1417664564
0.6690083796	-432.9559020996	24.2648868561	0.0200913118	0.1417664564
0.6690084490	-430.8339538574	3.3291003704	0.0200913118	0.1417664564
0.6690085184	-428.2574462891	-12.3727312088	0.0200913118	0.1417664564
0.6690085878	-424.8472595215	2.2075433731	0.0098861501	0.1205478710
0.6690086572	-425.8829040527	10.3076972961	0.0098861501	0.1205478710
0.6690087498	-426.2113342285	4.4506654739	0.0098861501	0.1205478710
0.6690087960	-421.4143371582	3.6281886101	0.0063766801	0.0593169004
0.6690088886	-423.1421508789	-6.7649292946	0.0063766801	0.0593169004
0.6690089348	-426.8933410645	-11.2511692047	0.0063766801	0.0593169004
0.6690090042	-448.3774719238	-2.2786970139	0.0063766801	0.0593169004
0.6690090736	-464.7463684082	4.4506616592	0.0063766801	0.0593169004
0.6690091430	-487.8218688965	6.3199329376	0.0063766801	0.0593169004
0.6690092124	-496.4609985352	4.4506654739	0.0000000000	0.0382600804
0.6690092818	-498.6738586426	-2.2537734509	0.0000000000	0.0382600804
0.6690093512	-499.7449035645	-2.6525521278	0.0000000000	0.0382600804
0.6690094207	-498.4515686035	-13.7518377304	0.0000000000	0.0000000000
0.6690094901	-493.9602050781	-12.7465896606	0.0000000000	0.0000000000
0.6690095594	-494.1875610352	3.3291044235	0.0000000000	0.0000000000
0.6690096288	-491.7625732422	-2.6525521278	0.0000000000	0.0000000000
0.6690096983	-490.2469177246	7.3168754578	0.0000000000	0.0000000000
0.6690097677	-488.4281616211	-4.6464376450	0.0000000000	0.0000000000
0.6690098371	-481.5168151855	-0.0604984500	0.0000000000	0.0000000000
0.6690099065	-484.2449645996	13.5643749237	0.0000000000	0.0000000000
0.6690099759	-488.1249694824	6.3199329376	0.0000000000	0.0000000000
0.6690100453	-483.1612548828	8.9369020462	0.0000000000	0.0000000000
0.6690101147	-482.1382446289	1.0859822035	0.0000000000	0.0000000000
0.6690101841	-482.0624389648	4.3260431290	0.0000000000	0.0000000000
0.6690102535	-483.5023193359	13.4231443405	0.0000000000	0.0000000000
0.6690103229	-480.4331359863	-2.2786970139	0.0000000000	0.0000000000
0.6690103923	-481.7593688965	-1.6556051970	0.0000000000	0.0000000000
0.6690104617	-479.0311889648	-1.6556051970	0.0000000000	0.0000000000
0.6690105311	-482.9718627930	-16.6097393036	0.0000000000	0.0000000000
0.6690106005	-479.3343200684	-14.6158533096	0.0000000000	0.0000000000
0.6690106699	-476.9093322754	0.3382762074	0.0000000000	0.0000000000
0.6690107393	-475.0905456543	11.3046407700	0.0000000000	0.0000000000
0.6690108087	-474.7874145508	15.2924118042	0.0000000000	0.0000000000
0.6690108781	-479.4101257324	4.4506616592	0.0000000000	0.0000000000
0.6690109475	-476.9093322754	16.2893505096	0.0000000000	0.0000000000
0.6690110169	-468.8385620117	10.0584592819	0.0000000000	0.0000000000
0.6690110863	-468.7248840332	2.3321616650	0.0000000000	0.0000000000
0.6690111557	-466.7924194336	5.5722265244	0.0000000000	0.0000000000
0.6690112251	-465.9967651367	11.3046407700	0.0000000000	0.0000000000
0.6690112945	-466.7924194336	-4.5218110085	0.0000000000	0.0000000000
0.6690113639	-469.5205993652	-4.5218153000	0.0000000000	0.0000000000
0.6690114333	-465.6936035156	7.3168754578	0.0000000000	0.0000000000
0.6690115027	-464.5012817383	4.1266536713	0.0000000000	0.0000000000
0.6690115721	-463.7737731934	-4.6464333534	0.0000000000	0.0000000000
0.6690116415	-462.3591918945	-11.0268602371	0.0000000000	0.0000000000
0.6690117109	-462.0863952637	-5.8676853180	0.0000000000	0.0000000000
0.6690117803	-464.7842102051	13.2985239029	0.0000000000	0.0000000000
0.6690118497	-463.7232666016	5.5722227097	0.0000000000	0.0000000000
0.6690119191	-461.6771850586	7.8153448105	0.0000000000	0.0000000000
0.6690119885	-461.7529296875	1.3352230787	0.0000000000	0.0000000000
0.6690120810	-461.3361816406	-6.7649374008	0.0005266843	0.0000000000
0.6690121273	-461.5180053711	2.7309405804	0.0005266843	0.0000000000
0.6690122198	-460.3131103516	-2.2786929607	0.0006833611	0.0031601056
0.6690122661	-461.9549865723	0.2053567767	0.0006833611	0.0031601056
0.6690123355	-462.5865478516	-0.4094298482	0.0006833611	0.0031601056
0.6690124049	-459.2900390625	20.1525001526	0.0006833611	0.0031601056
0.6690124743	-461.6771850586	12.3015832901	0.0006833611	0.0031601056
0.6690125437	-460.9951171875	3.3291044235	0.0006833611	0.0031601056
0.6690126131	-463.2686157227	9.3107566833	0.0006833611	0.0031601056
0.6690126825	-456.2208557129	-2.2786929607	0.0018958429	0.0041001664
0.6690127519	-456.5997619629	4.3260474205	0.0018958429	0.0041001664
0.6690128213	-479.0690612793	16.7878208160	0.0018958429	0.0041001664
0.6690128907	-499.5301513672	11.1800241470	0.0030263202	0.0113750577
0.6690129601	-517.2251586914	-1.6556051970	0.0030263202	0.0113750577
0.6690130295	-532.9877929688	-3.6494908333	0.0030263202	0.0113750577
0.6690130989	-543.2940673828	-5.6433720589	0.0030263202	0.0113750577
0.6690131683	-544.2034912109	5.3229899406	0.0030263202	0.0113750577
0.6690132377	-541.4753417969	-5.6433763504	0.0030263202	0.0113750577
0.6690133071	-539.4292602539	2.2075433731	0.0069945417	0.0181579212
0.6690133765	-537.0421142578	-5.6433763504	0.0069945417	0.0181579212
0.6690134459	-536.1200561523	18.2832355499	0.0076968831	0.0419672503
0.6690135153	-537.4336547852	9.3107566833	0.0076968831	0.0419672503
0.6690135847	-539.4292602539	-3.4002540112	0.0076968831	0.0419672503
0.6690136541	-542.0816040039	0.3382802904	0.0076968831	0.0419672503
0.6690137235	-541.8164062500	-2.2786929607	0.0076968831	0.0419672503
0.6690137929	-536.0191040039	-3.4002540112	0.0076968831	0.0419672503
0.6690138623	-536.6253051758	12.3015832901	0.0076968831	0.0419672503
0.6690139317	-537.2315673828	14.2954664230	0.0111515074	0.0461812985
0.6690140011	-534.8065795898	4.3260431290	0.0111515074	0.0461812985
0.6690140705	-532.6846313477	5.3229861259	0.0125948973	0.0669090446
0.6690141399	-535.7159423828	-6.6403107643	0.0125948973	0.0669090446
0.6690142093	-536.9284667969	5.3229899406	0.0125948973	0.0669090446
0.6690142787	-537.2315673828	17.2862930298	0.0125948973	0.0669090446
0.6690143482	-530.5627441406	5.3229899406	0.0125948973	0.0669090446
0.6690144407	-535.7159423828	-6.6403188705	0.0125948973	0.0669090446
0.6690145101	-537.7241821289	-16.8589706421	0.0125948973	0.0669090446
0.6690145795	-536.3600463867	-11.2511739731	0.0174811397	0.0755693837
0.6690146489	-537.5346679688	-10.6945476532	0.0174811397	0.0755693837
0.6690147183	-531.6995239258	-9.0080518723	0.0174811397	0.0755693837
0.6690147877	-532.2678833008	5.5722227097	0.0174811397	0.0755693837
0.6690148571	-531.0174560547	-11.2511739731	0.0174811397	0.0755693837
0.6690149265	-532.0859985352	-5.4938344955	0.0174811397	0.0755693837
0.6690149959	-534.2230224609	0.1139672548	0.0227954161	0.1048868380
0.6690150653	-532.5406494141	0.2635051906	0.0227954161	0.1048868380
0.6690151347	-536.4282836914	-8.3351163864	0.0227954161	0.1048868380
0.6690152042	-535.7765502930	3.7278790474	0.0250144384	0.1367724964
0.6690152735	-532.1087036133	4.2263526917	0.0250144384	0.1367724964
0.6690153429	-532.1541748047	-4.8208951950	0.0250144384	0.1367724964
0.6690154123	-531.4721679688	3.4038755894	0.0250144384	0.1367724964
0.6690154817	-532.9498901367	5.5722227097	0.0250144384	0.1367724964
0.6690155511	-527.1525878906	4.4506654739	0.0250144384	0.1367724964
0.6690156205	-529.2441406250	3.0300204754	0.0311974446	0.1500866306
0.6690156899	-531.3584594727	2.5813944340	0.0311974446	0.1500866306
0.6690157593	-531.3812255859	-15.9617233276	0.0337622746	0.1871846674
0.6690158287	-528.2632446289	2.2502708435	0.0337622746	0.1871846674
0.6690158981	-526.0808105469	-1.6378014088	0.0337622746	0.1871846674
0.6690159675	-534.6550292969	4.4506654739	0.0337622746	0.1871846674
0.6690160369	-528.8577270508	5.5722227097	0.0337622746	0.1871846674
0.6690161063	-527.8345947266	-1.1571359634	0.0337622746	0.1871846674
0.6690161757	-533.9729003906	3.3291044235	0.0337622746	0.1871846674
0.6690162451	-532.4724731445	5.1983675957	0.0412691224	0.2025736477
0.6690163145	-530.5627441406	1.0029060841	0.0412691224	0.2025736477
0.6690163839	-529.3351440430	8.2639665604	0.0442210269	0.2476147345
0.6690164533	-530.4718017578	6.7685546875	0.0442210269	0.2476147345
0.6690165227	-530.5628051758	-0.0355747789	0.0442210269	0.2476147345
0.6690165921	-529.5397338867	21.2740612030	0.0442210269	0.2476147345
0.6690166615	-527.4935913086	-11.2511692047	0.0442210269	0.2476147345
0.6690167309	-530.9037475586	-9.0080556870	0.0442210269	0.2476147345
0.6690168003	-543.9003295898	11.3046407700	0.0522598270	0.2653261614
0.6690168697	-567.3927612305	8.9369039536	0.0522598270	0.2653261614
0.6690169391	-581.7154541016	-10.1296129227	0.0522598270	0.2653261614
0.6690170085	-599.1072998047	-4.5218153000	0.0522598270	0.2653261614
0.6690170779	-610.7019653320	4.4506616592	0.0522598270	0.2653261614
0.6690171473	-620.2504272461	1.0859822035	0.0522598270	0.2653261614
0.6690172167	-630.4810180664	-2.2786929607	0.0522598270	0.2653261614
0.6690172861	-627.7528686523	8.9369020462	0.0616080420	0.3135589620
0.6690173555	-627.0708618164	-6.7649331093	0.0616080420	0.3135589620
0.6690174249	-627.0708007813	6.6937880516	0.0650004033	0.3696482519
0.6690174943	-628.7758789063	14.5447034836	0.0650004033	0.3696482519
0.6690175637	-626.0477294922	-3.4002540112	0.0650004033	0.3696482519
0.6690176331	-627.7528686523	2.2075433731	0.0650004033	0.3696482519
0.6690177025	-625.7067871094	1.0859863758	0.0650004033	0.3696482519
0.6690177719	-620.2504882813	-3.4002540112	0.0650004033	0.3696482519
0.6690178413	-613.9227294922	6.3199329376	0.0650004033	0.3696482519
0.6690179107	-612.7480468750	-3.1759450436	0.0767274764	0.3900024196
0.6690179801	-618.1664428711	12.3015832901	0.0767274764	0.3900024196
0.6690180495	-616.7720947266	-3.4002540112	0.0808286187	0.4603648584
0.6690181189	-619.5002441406	-5.6433720589	0.0808286187	0.4603648584
0.6690181883	-619.5684204102	-14.6158485413	0.0808286187	0.4603648584
0.6690182577	-620.2504272461	2.2075474262	0.0808286187	0.4603648584
0.6690183272	-617.8633422852	-5.6433763504	0.0808286187	0.4603648584
0.6690183965	-613.0890502930	-13.4942960739	0.0808286187	0.4603648584
0.6690184659	-615.4761962891	-29.1961269379	0.0808286187	0.4603648584
0.6690185354	-619.5684204102	-4.5218153000	0.0930618229	0.4849717123
0.6690186048	-615.4761962891	13.4231424332	0.0930618229	0.4849717123
0.6690186742	-612.2933959961	-9.0828180313	0.0968735804	0.5583709373
0.6690187435	-611.3966064453	-7.3049449921	0.0968735804	0.5583709373
0.6690188130	-608.6558227539	-9.0080518723	0.0968735804	0.5583709373
0.6690188823	-607.9738159180	-7.8864946365	0.0968735804	0.5583709373
0.6690189518	-604.9046630859	-7.8864946365	0.0968735804	0.5583709373
0.6690190212	-608.6558227539	6.6937837601	0.0968735804	0.5583709373
0.6690190905	-609.3378906250	10.0584630966	0.1096781075	0.5812414822
0.6690191600	-607.6328125000	6.6937837601	0.1096781075	0.5812414822
0.6690192294	-607.2917480469	2.2075433731	0.1135773225	0.6580686447
0.6690192988	-606.4733276367	-6.9144754410	0.1135773225	0.6580686447
0.6690193682	-604.5635986328	-2.2786929607	0.1135773225	0.6580686447
0.6690194376	-605.1320190430	17.9093799591	0.1135773225	0.6580686447
0.6690195070	-605.9277343750	-19.1020927429	0.1135773225	0.6580686447
0.6690195764	-599.7893676758	11.1800222397	0.1135773225	0.6580686447
0.6690196458	-606.6097412109	11.1800222397	0.1135773225	0.6580686447
0.6690197152	-603.8815307617	-1.1571359634	0.1135773225	0.6580686447
0.6690197846	-607.2918090820	1.0859822035	0.1135773225	0.6580686447
0.6690198540	-597.7432250977	5.5722265244	0.1135773225	0.6580686447
0.6690199234	-600.8124389648	-3.4002540112	0.1135773225	0.6580686447
0.6690199928	-601.1533813477	-1.1571359634	0.1357170962	0.6814639350
0.6690200622	-598.7890625000	0.7121312618	0.1363865885	0.8143025769
0.6690201316	-592.8552856445	10.8061714172	0.1363865885	0.8143025769
0.6690202010	-596.3791503906	2.2075433731	0.1363865885	0.8143025769
0.6690202704	-593.9920043945	-2.2786970139	0.1363865885	0.8143025769
0.6690203398	-594.3331298828	-6.7649331093	0.1363865885	0.8143025769
0.6690204092	-595.3561401367	-6.7649331093	0.1363865885	0.8143025769
0.6690204786	-597.0612182617	-16.8589706421	0.1363865885	0.8143025769
0.6690205480	-594.6740722656	-4.5218153000	0.1363865885	0.8143025769
0.6690206174	-595.6971435547	-6.7649331093	0.1363865885	0.8143025769
0.6690206868	-596.0381469727	-13.4942960739	0.1363865885	0.8143025769
0.6690207562	-594.3330688477	1.0859822035	0.1363865885	0.8143025769
0.6690208256	-596.7202148438	-2.2786929607	0.1363865885	0.8143025769
0.6690208950	-592.2187500000	-5.4190673828	0.1580329942	0.9463105339
0.6690209644	-585.0650024414	-18.4042301178	0.1580329942	0.9463105339
0.6690210338	-586.4896850586	-2.2786970139	0.1580329942	0.9463105339
0.6690211032	-584.4435424805	3.3291044235	0.1580329942	0.9463105339
0.6690211726	-586.0349731445	14.9185543060	0.1580329942	0.9463105339
0.6690212420	-584.6708984375	17.1616744995	0.1580329942	0.9463105339
0.6690213114	-580.0103759766	12.3015813828	0.1580329942	0.9463105339
0.6690213808	-583.7615356445	23.5171794891	0.1580329942	0.9463105339
0.6690214502	-577.6231689453	20.1524982452	0.1671304406	0.9481979655
0.6690215196	-578.8054199219	-2.7273149490	0.1674797143	1.0027826435
0.6690215890	-580.9197387695	5.5722265244	0.1674797143	1.0027826435
0.6690216584	-578.9873046875	6.6937837601	0.1674797143	1.0027826435
0.6690217278	-582.0564575195	4.4506654739	0.1674797143	1.0027826435
0.6690217972	-611.7250366211	5.5722265244	0.1674797143	1.0027826435
0.6690218666	-631.8450317383	-1.1571317911	0.1674797143	1.0027826435
0.6690219360	-640.3704833984	-16.8589706421	0.1674797143	1.0027826435
0.6690220054	-652.9881591797	-3.4002499580	0.1674797143	1.0027826435
0.6690220748	-658.8536987305	-6.0919981003	0.1805111601	1.0048782855
0.6690221442	-662.1501464844	6.6190128326	0.1818965430	1.0830669607
0.6690222136	-656.3983764648	-2.2786970139	0.1818965430	1.0830669607
0.6690222830	-656.3983154297	-4.5218153000	0.1818965430	1.0830669607
0.6690223524	-653.2155151367	7.0676388741	0.1818965430	1.0830669607
0.6690224218	-646.0541381836	-13.1204404831	0.1818965430	1.0830669607
0.6690224912	-648.2139892578	-10.1296167374	0.1818965430	1.0830669607
0.6690225606	-646.5087890625	-2.2786970139	0.1818965430	1.0830669607
0.6690226300	-642.0755615234	-9.0080556870	0.1818965430	1.0830669607
0.6690226994	-642.2574462891	-6.0172271729	0.1986080915	1.0913792579
0.6690227688	-647.7592163086	0.4130472243	0.2000313674	1.1916485488
0.6690228382	-646.2359619141	-1.0823649168	0.2000313674	1.1916485488
0.6690229076	-640.8706665039	12.3763523102	0.2000313674	1.1916485488
0.6690229770	-643.5987548828	11.3295621872	0.2000313674	1.1916485488
0.6690230464	-635.1415405273	16.7878227234	0.2000313674	1.1916485488
0.6690231158	-629.3215332031	6.9180927277	0.2000313674	1.1916485488
0.6690231852	-628.9350585938	-4.2227311134	0.2000313674	1.1916485488
0.6690232546	-629.4579467773	3.8524975777	0.2000313674	1.1916485488
0.6690233240	-630.6401367188	15.2176389694	0.2176967830	1.2980459995
0.6690233934	-629.6625976563	-1.1571359634	0.2176967830	1.2980459995
0.6690234628	-629.7989501953	-12.3727312088	0.2176967830	1.2980459995
0.6690235322	-626.0477294922	2.2075474262	0.2176967830	1.2980459995
0.6690236016	-624.2290039063	3.3291003704	0.2176967830	1.2980459995
0.6690236710	-620.2504882813	-0.0355747789	0.2176967830	1.2980459995
0.6690237404	-617.5223388672	-15.7374095917	0.2176967830	1.2980459995
0.6690238098	-615.8171997070	-9.0080518723	0.2176967830	1.2980459995
0.6690238792	-613.7029418945	-8.1108036041	0.2328772064	1.3061806981
0.6690239486	-609.0422973633	1.8336924314	0.2340070682	1.3972632384
0.6690240180	-606.2686767578	6.3199286461	0.2340070682	1.3972632384
0.6690240874	-608.9968261719	4.4506654739	0.2340070682	1.3972632384
0.6690241568	-608.9968872070	11.1800222397	0.2340070682	1.3972632384
0.6690242262	-604.9046630859	-1.1571359634	0.2340070682	1.3972632384
0.6690242957	-603.8815917969	6.6937837601	0.2340070682	1.3972632384
0.6690243651	-601.1534423828	19.0309391022	0.2340070682	1.3972632384
0.6690244345	-602.5175170898	8.9369058609	0.2340070682	1.3972632384
0.6690245039	-596.5383300781	10.1332321167	0.2472761225	1.4040424092
0.6690245733	-593.3781738281	-2.2786929607	0.2479353657	1.4836567352
0.6690246427	-595.6971435547	-0.0355788805	0.2479353657	1.4836567352
0.6690247121	-595.6971435547	-2.2786970139	0.2479353657	1.4836567352
0.6690247815	-595.0151367188	4.4506654739	0.2479353657	1.4836567352
0.6690248509	-588.1948242188	-1.1571359634	0.2479353657	1.4836567352
0.6690249203	-582.3974609375	-1.1571317911	0.2479353657	1.4836567352
0.6690249897	-580.3513183594	-3.4002540112	0.2479353657	1.4836567352
0.6690250591	-583.4204711914	11.1800241470	0.2479353657	1.4836567352
0.6690251285	-578.3052368164	13.4231424332	0.2534087175	1.5178214295
0.6690251979	-581.4653320313	0.3382802904	0.2534087175	1.5178214295
0.6690252673	-578.6463012695	-1.1571359634	0.2534087175	1.5178214295
0.6690253367	-575.9180908203	1.0859822035	0.2534087175	1.5178214295
0.6690254061	-572.1669311523	-13.4942922592	0.2534087175	1.5178214295
0.6690254755	-573.5310058594	-13.4942922592	0.2534087175	1.5178214295
0.6690255449	-570.4618530273	2.2075433731	0.2534087175	1.5178214295
0.6690256143	-565.6876220703	10.0584650040	0.2534087175	1.5178214295
0.6690256837	-566.0968017578	-4.7461242676	0.2566697179	1.5204523050
0.6690257531	-563.8006591797	8.9369058609	0.2569880490	1.5400183072
0.6690258225	-562.5956420898	0.1887382716	0.2569880490	1.5400183072
0.6690258919	-561.9364013672	11.1800241470	0.2569880490	1.5400183072
0.6690259613	-557.9578857422	5.9460735321	0.2569880490	1.5400183072
0.6690260307	-555.1160888672	1.0859863758	0.2569880490	1.5400183072
0.6690261001	-553.7519531250	-4.5218110085	0.2569880490	1.5400183072
0.6690261695	-554.4339599609	-5.6433763504	0.2569880490	1.5400183072
0.6690262389	-550.3417968750	-17.9805316925	0.2569880490	1.5400183072
0.6690263083	-543.8624267578	3.1047914028	0.2588908835	1.5419282939
0.6690263777	-546.9316406250	-0.0355747789	0.2588908835	1.5419282939
0.6690264471	-545.9085693359	4.4506654739	0.2588908835	1.5419282939
0.6690265165	-548.9777832031	12.3015832901	0.2588908835	1.5419282939
0.6690265859	-542.1574096680	8.9369020462	0.2588908835	1.5419282939
0.6690266553	-537.0421142578	10.0584669113	0.2596017394	1.5533453010
0.6690267247	-537.3831176758	-2.2786970139	0.2596017394	1.5533453010
0.6690267941	-534.3139648438	7.8153448105	0.2596017394	1.5533453010
0.6690268635	-535.3370361328	5.5722265244	0.2596017394	1.5533453010
0.6690269329	-530.3581542969	8.5630493164	0.2596798424	1.5576104362
0.6690270023	-538.0651245117	4.4506616592	0.2596798424	1.5576104362
0.6690270717	-563.3005371094	4.4506616592	0.2596798424	1.5576104362
0.6690271411	-575.5771484375	19.4047946930	0.2596798424	1.5576104362
0.6690272105	-588.5358276367	8.9369039536	0.2596798424	1.5576104362
0.6690272799	-600.5168457031	9.9089231491	0.2614935962	1.5580790544
0.6690273493	-603.1995239258	-6.7649331093	0.2614935962	1.5580790544
0.6690274187	-606.9507446289	2.2075433731	0.2614935962	1.5580790544
0.6690274881	-611.0429687500	3.3291003704	0.2614935962	1.5580790544
0.6690275575	-603.1995239258	4.4506616592	0.2614935962	1.5580790544
0.6690276269	-603.5405883789	1.0859863758	0.2614935962	1.5580790544
0.6690276963	-600.1303710938	-4.9704370499	0.2675786019	1.5689615770
0.6690277657	-597.1748657227	-4.2227311134	0.2675786019	1.5689615770
0.6690278351	-596.0381469727	1.5346083641	0.2691277024	1.6054716115
0.6690279045	-589.8998413086	13.1240606308	0.2691277024	1.6054716115
0.6690279739	-592.6279907227	-1.1571317911	0.2691277024	1.6054716115
0.6690280433	-590.2408447266	-7.8864903450	0.2691277024	1.6054716115
0.6690281127	-582.7385253906	-2.2786970139	0.2691277024	1.6054716115
0.6690281821	-584.1025390625	6.6937837601	0.2691277024	1.6054716115
0.6690282515	-582.0564575195	10.0584630966	0.2691277024	1.6054716115
0.6690283209	-578.4026489258	21.9149513245	0.2737720605	1.6147662144
0.6690283903	-571.7880249023	22.2710018158	0.2737720605	1.6147662144
0.6690284597	-573.5310058594	-5.6433763504	0.2744976365	1.6426323631
0.6690285291	-567.0516967773	-15.7374143600	0.2744976365	1.6426323631
0.6690285985	-566.7106323242	-4.5218153000	0.2744976365	1.6426323631
0.6690286679	-565.6876220703	-0.0355747789	0.2744976365	1.6426323631
0.6690287373	-559.5493164063	-15.7374143600	0.2744976365	1.6426323631
0.6690288067	-558.8672485352	10.0584669113	0.2744976365	1.6426323631
0.6690288761	-558.5262451172	8.9369039536	0.2744976365	1.6426323631
0.6690289455	-553.7520141602	-0.4094257653	0.2704791651	1.6469858188
0.6690290149	-553.5246582031	10.4323177338	0.2704791651	1.6469858188
0.6690290843	-551.6604003906	-8.8585138321	0.2687172990	1.6228749904
0.6690291537	-545.3149414063	-8.3018875122	0.2687172990	1.6228749904
0.6690292231	-546.5906372070	1.0859863758	0.2687172990	1.6228749904
0.6690292925	-543.1804199219	10.0584630966	0.2687172990	1.6228749904
0.6690293619	-544.8854980469	5.5722184181	0.2687172990	1.6228749904
0.6690294313	-540.4523315430	11.1800222397	0.2687172990	1.6228749904
0.6690295007	-541.2479858398	6.6937837601	0.2687172990	1.6228749904
0.6690295702	-538.8609008789	-1.5309869051	0.2625901132	1.6123037938
0.6690296396	-536.6253051758	-7.6372575760	0.2606327723	1.5755406791
0.6690297089	-539.0881958008	3.3291044235	0.2606327723	1.5755406791
0.6690297783	-534.3139648438	15.6662607193	0.2606327723	1.5755406791
0.6690298477	-527.1525878906	1.0859863758	0.2606327723	1.5755406791
0.6690299171	-523.7424316406	2.2075474262	0.2606327723	1.5755406791
0.6690299865	-522.7193603516	6.6937837601	0.2606327723	1.5755406791
0.6690300560	-519.6502075195	-6.7649331093	0.2606327723	1.5755406791
0.6690301254	-514.8759765625	-1.9048378468	0.2529496262	1.5637966339
0.6690301948	-512.8298339844	7.8153448105	0.2529496262	1.5637966339
0.6690302642	-513.8907470703	6.3199329376	0.2509026788	1.5176977575
0.6690303336	-515.2169189453	-1.1571359634	0.2509026788	1.5176977575
0.6690304030	-509.7606811523	3.3291044235	0.2509026788	1.5176977575
0.6690304724	-505.3274841309	4.4506654739	0.2509026788	1.5176977575
0.6690305418	-506.0094909668	-11.6250286102	0.2509026788	1.5176977575
0.6690306112	-498.1661071777	4.3011236191	0.2509026788	1.5176977575
0.6690306806	-501.8491210938	-8.7837381363	0.2509026788	1.5176977575
0.6690307500	-500.8942565918	-15.1392498016	0.2422857097	1.5054160728
0.6690308194	-501.7808837891	-8.0360364914	0.2422857097	1.5054160728
0.6690308888	-490.5272827148	7.8153448105	0.2401331433	1.4537142582
0.6690309582	-489.4132995605	-9.3819065094	0.2401331433	1.4537142582
0.6690310276	-496.2336425781	-9.7557573318	0.2401331433	1.4537142582
0.6690310970	-493.3918457031	11.1800241470	0.2401331433	1.4537142582
0.6690311664	-488.2765808105	3.3291003704	0.2401331433	1.4537142582
0.6690312358	-485.5484313965	5.5722265244	0.2401331433	1.4537142582
0.6690313052	-485.6621093750	-17.9805316925	0.2401331433	1.4537142582
0.6690313746	-487.7081909180	-26.2053070068	0.2304330739	1.4407988600
0.6690314440	-482.2518920898	-10.5034675598	0.2304330739	1.4407988600
0.6690315134	-475.2496643066	-1.8300709724	0.2280676994	1.3825984435
0.6690315828	-474.9313964844	-1.0075898170	0.2280676994	1.3825984435
0.6690316522	-471.5667114258	4.4506654739	0.2280676994	1.3825984435
0.6690317216	-471.2256774902	10.0584650040	0.2280676994	1.3825984435
0.6690317910	-470.8846435547	-6.7649374008	0.2280676994	1.3825984435
0.6690318604	-467.1334838867	1.0859822035	0.2280676994	1.3825984435
0.6690319298	-465.4283752441	7.8153429031	0.2174165220	1.3684061963
0.6690319992	-464.9282226563	4.9740586281	0.2174165220	1.3684061963
0.6690320686	-465.9739685059	-7.6621813774	0.2147500756	1.3044991320
0.6690321380	-491.8913269043	9.5350704193	0.2147500756	1.3044991320
0.6690322074	-515.8989868164	3.3291044235	0.2147500756	1.3044991320
0.6690322768	-527.4935913086	6.6937794685	0.2147500756	1.3044991320
